title,review_value,reviewer_name,date_of_review,review_text,aircraft,traveller_type,seat_type,route,date_flown,seat_comfort_rating,cabin_staff_service_rating,food_and_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommendation
ANA All Nippon Airways customer review,9,Erwin Elias,20th July 2015,"Jakarta (CGK) to Tokyo (NRT) in  July. Being seated in the economy class, I was impressed with the service quality and facilities on board. I am 6ft and found the seat is comfortable with sufficient width and leg room. It was beyond my expectation as I had been viewing some complaints on the seat. Plane is new, has modern and efficient design. What impressed me most is the hospitality and attentiveness of the flight attendants. No wonder they earn the 5-star airline status.",,Solo Leisure,Economy Class,Jakarta to Tokyo,July 2015,5.0,5.0,5.0,3.0,5.0,4,yes
ANA All Nippon Airways customer review,10,Howard Cheng,16th July 2015,"The seats were huge and had sufficient legroom. A wide range of great movies to choose from. Seats were really comfortable and had a leg rest. Food was delicious, staff service was of high standard. I couldn't have asked for a better flight to start my holiday from HKG-HND. Will fly ANA's premium economy again when I have the chance.",Boeing 777-200,Family Leisure,Premium Economy,HKG to HND,July 2015,5.0,5.0,5.0,4.0,4.0,5,yes
ANA All Nippon Airways customer review,9,Robert Andrei,12th July 2015,"A very pleasant flight from Osaka to Haneda, we departed with a 15 minutes of delay due to traffic at Kansai Airport. Limited choice of free beverages but they do provide a much more extensive selection but you will have to pay. Seats were comfortable with enough legroom, but no IFE. Ground staff and cabin crew were very courteous and helpful. Will recommend ANA.",Boeing 737-700,Solo Leisure,Economy Class,Osaka to Haneda,June 2015,4.0,4.0,3.0,,4.0,5,yes
ANA All Nippon Airways customer review,10,Gavin Ong,27th June 2015,"NH842 from Singapore to Tokyo Haneda on 12 June 2015, and thoroughly enjoyed the onboard experience. The cabin was pristine and well-maintained by flight attendants through the journey. Temperature was comfortable, toilets very clean and the cabin crew were top notch! I was quickly identified for my special meal once onboard and passengers were kept hydrated with regular service of beverages. The cabin crew were very attentive and did their best for passengers throughout the flight. Despite reading reviews on uncomfortable seats on this aircraft, I found that the comfort of my seat served me well enough to enable me sufficient rest. I will not think twice on flying with ANA All Nippon Airways again.",Boeing 787,Solo Leisure,Economy Class,Singapore to Tokyo Haneda,June 2015,5.0,5.0,5.0,5.0,5.0,5,yes
ANA All Nippon Airways customer review,8,J Sabaduquia,22nd June 2015,"SFO-NRT, NRT-MNL. First leg on the Boeing 777-300ER with the new slimmer seats and 3x4x3 configuration. Seats were narrow and hard but legroom was good. IFE screens had a good quality but the options were extremely limited and I got bored quickly. They listed each movie and the different languages it was in as separate movie, so it looked like they had a lot of movies but in reality, it was just the same movie listed over and over again. Service from the ground to the air, however, was flawless. Staff were warm, friendly, welcome and every request was honored with a smile. Although, like most Asian airlines, they are a bit reserved and robotic. Food was a little bit small but the quality was great. NRT-MNL on the 767 with older but more comfortable seats. Flight attendants on this flight were even more friendly and food was also better. Overall, a pleasant experience, although it's disappointing that they now have 10-abreast on some of their 77Ws.",Boeing 777-300ER,Family Leisure,Economy Class,SFO to MNL via NRT,May 2015,3.0,4.0,4.0,2.0,5.0,5,yes
ANA All Nippon Airways customer review,8,Jayant Biswas,17th June 2015,"Overall a good flight. However poor entertainment with old movies. Service is excellent, food was also good, especially the miso soup and the Hagen-Daas ice cream after lunch. Toilets were clean. However I am not satisfied by the Boeing 787 legroom. Quite a bit of turbulence and no announcements from the captains. The cabin crew were very attentive and constantly taking rounds with water/ juice etc - very efficient crew.",Boeing 787,Solo Leisure,Economy Class,SJC to NRT,June 2015,3.0,5.0,5.0,3.0,4.0,4,yes
ANA All Nippon Airways customer review,8,Jayant Biswas,17th June 2015,"Late night flight. Old aircraft but comfortable. Limited IFE system. Departed quite late due to weather and congestion at Narita. Food served was good with some hot miso soup. Cabin attendants are very courteous and attentive. Toilets were clean, but they seemed to direct all the economy passengers to one toilet. The other one was kept sort of reserved for the premium economy passengers, so there was quite a queue at times. Some newspapers would have been beneficial.",Boeing 767,Solo Leisure,Economy Class,NRT to DEL,June 2015,4.0,5.0,5.0,3.0,4.0,4,yes
ANA All Nippon Airways customer review,8,Jayant Biswas,17th June 2015,Good aircraft with comfortable seating. Late night flight so the sleep factor is crucial. A light meal provided after takeoff and a good breakfast before landing. A bit of turbulence till we crossed over Myanmar. Cabin crew very attentive and helpful. Toilets were clean though limited amenities; no hand-sanitizers or hand lotion available.,Boeing 767,Solo Leisure,Economy Class,DEL to NRT,May 2015,4.0,5.0,4.0,3.0,5.0,4,yes
ANA All Nippon Airways customer review,2,R Shankar,14th June 2015,"KIX to HKG. Our flight was delayed for 6.5 hours. The ground staff were unprofessional dealing with the delay and told us there was nothing they could do. Before they cancelled the flight, they had us wait at the gate for an hour.  The meals were poor, plane was old and IFE outdated and kept freezing. ANA product on the SE Asian routes is really poor and needs work. On our return flight, the plane was super hot when we boarded - like a heated room, and again an old 767 with poor IFE and untasty meals. ",Boeing 767-300,Couple Leisure,Economy Class,Osaka Kansai to Hong Kong,June 2015,1.0,2.0,1.0,1.0,1.0,1,no
ANA All Nippon Airways customer review,5,Fabre Serge,7th June 2015,SIN-NRT on ANA 802 - economy - I selected this company as it was a 5 stars airline. I was disappointed. The economy seat is really uncomfortable (on 777-300). Difficult to believe they give 34 inches space. Deception with the breakfast too. But the service was perfect.,,,Economy Class,,,2.0,5.0,4.0,3.0,,3,no
ANA All Nippon Airways customer review,5,G Brambilla,6th June 2015,HND - OKA economy 24 May 2015 NH479. The flight was OK. Seats are OK with reasonable amount of leg room. No food was served only a drink (and limited selection was available). Cabin crew was very attentive and friendly. Flight was delayed by 20 minutes but at boarding only a 5 mins delay was announced. Flight entertainment system consisted of large screens on which a video was shown for the first half an hour. It remained blank for the rest of the journey. the plane (I believe it was a 777) was quite noisy.,,,Economy Class,,,4.0,5.0,2.0,2.0,,3,yes
ANA All Nippon Airways customer review,8,G Brambilla,6th June 2015,HND-FRA NH203 Business 29 May 2015. The cabin was really pleasant with very comfortable seats (lie flat). Because of the late departure (00.20) dinner was not served but only warm bites could be ordered ad-hoc. Yet these were very tasty and there was a good variety. Breakfast was good quality and in reasonable amount. Entertainment system was OK with a limited choice of movies. Cabin crew was attentive and very polite. An enjoyable flight. The plane was a little noisy (I think it was a 777) but noise cancellation headphones minimise the discomfort. we landed earlier than forecasted. A generally good flight.,,,Business Class,,,5.0,5.0,4.0,3.0,,4,yes
ANA All Nippon Airways customer review,7,G Brambilla,6th June 2015,LHR-NRT business 23/5/15. The cabin was pleasant and well arranged. Seats allow for flat lying during the night and are provided with an additional mattress that can be used to minimise the seat joints. Seats were generally very comfortable with plenty of space in the feet area. Food was generally good and with a nice selection (I got a steak). Cabin crew were attentive and discrete. The only drawback I found was the noisy airplane: if you are used to travel on a Dreamliner or an A380 or A340 you will find the 777 extremely noisy (even with the noise cancellation headphones). Entertainment was OK although variety was limited. After few flights I managed to watch most of the movies. Lounge in Heathrow before flight (United) was fabulous.,,,Business Class,,,5.0,5.0,4.0,3.0,,3,yes
ANA All Nippon Airways customer review,7,D Skees,31st May 2015,"Friendly service - I checked in only an hour before departure and the check-in lady gave me a bulkhead seat for legroom. I also fell asleep during meal service but the stewardess came by when I woke up and offered me the meal. They were endlessly smiling when serving too. Aircraft was new 787 and I did feel less dry through the flight as they say - not too thirsty. Food was 2 meals dinner and breakfast - quality only OK but quite plentiful - miso soup main meat and veg plus noodles then fruit salad. They also brought round a hot flannel when waking before breakfast which was great. Entertainment was ok - around 30 films slightly clunky and old AFE around 8"" capacitive touchscreen. Enough choice for the flight. Also USB and laptop power.",,,Economy Class,,,4.0,5.0,4.0,3.0,,3,yes
ANA All Nippon Airways customer review,6,S Bajumi,27th May 2015,New revised economy's seating arrangement on ANA's 777-300 ER was a big disappointment. Flew on NH 0007 on May 18 continued on NH 835 on 787 on May 19 after 2.45 transit time. The first flight SFO-NRT was a miserable 10+ hours flight. I didn't expect to see 3x4x3 on a 77W seat plan especially from a 5 star airlines. Food was great and cabin crew were attentive but couldn't make up for the awkward seating arrangement. The second flight was on a 787 with a generous 2+4+2 it was a much better flight and I hope ANA will keep the seating arrangement on a 7+ hrs flight.,,,Economy Class,,,2.0,4.0,4.0,4.0,,2,no
ANA All Nippon Airways customer review,9,H Michael,27th May 2015,"Just completed GMP-HND-GMP for the long Buddha's Birthday holiday in Korea. Despite many negative reviews of 787 seat space I was pleasantly surprised with the amount of legroom I had at 5'11"" and 250 lbs (180 cm 115 kg). I had enough space between my knees and the seat and could extend my legs full under the seat in front of me. I had both middle and window seats. The cabin felt spacious with its large windows and overhead bin design that created the feeling of high ceilings. The automatic ""no shade"" window shade buttons were very effective with 9am clear sunny skies. The AVOD was new and well designed and had a large selection of movies but the flight was short so there wasn't time to finish anything. ANA boards lightning fast. Our flight from HND-GMP boarded 15 minutes late but we still pushed back on time! Airplane food normally receives nothing but bad reviews but I was quite pleased with the meal service (under two hour flight so it was all on one tray). The vegetables fish and noodles all tasted fresh and were well arranged. The snack mix is the best. Crispy salty and crunchy! They also had unique drink offerings - Kabosu juice (sweet and tart) as well as their own black tea.",,,Economy Class,,,4.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,10,K Baker,25th May 2015,JFK / NRT (First Class) NRT / JFK (Business Class) - The service provided on both sectors was seamless. I opted for western meal outbound and Japanese meal inbound. No complaints with food or beverages (Krug champagne in First only). The seats in both classes appeared similarly comfortable. ANA deserves their 5 star rating as service is top notch. Skip the lounge in JFK as nothing worthwhile but Narita lounge quite nice and beautiful airport views. Luggage appears immediately at both airports.,,,First Class,,,4.0,5.0,5.0,4.0,,5,yes
ANA All Nippon Airways customer review,3,Thakur Ujjwal,18th May 2015,"NH171 SJC-NRT. NH827 NRT-DEL. NH828 DEL-NRT. NH172 NRT-SJC. Not sure how this airline got so many positive reviews. I flew round-trip from San Jose to New Delhi and this was by far the worst experience. The seats are so uncomfortable that 9 hour feels like forever. The quality and quantity of meal is below standard. I had a funny incident where flight crew offered me Ice cream and immediately took is back saying ""sorry this ice cream is not part of your special meal"". The IFE was a joke. Just few movies in each category. If you have other options avoid this airline. forget all that Dreamliner experience I bet you will crave for comfort!",,,Economy Class,,,1.0,5.0,1.0,1.0,,2,no
ANA All Nippon Airways customer review,8,Jayant Biswas,5th May 2015,Narita to San Jose 2 May on the Dreamliner. Seats are a bit narrow but excellent service. Food service good though limited choice. Drinks options are satisfactory. Lots of turbulence during the flight but pilots made no announcements on the weather. Crew were always smiling and made rounds to keep the passengers comfortable. Took off quite late from Narita and so arrived late too. After landing the crew continued to help out passengers with their infants or organising the luggage even at the immigration counters. Very helpful crew.,,,Economy Class,,,3.0,5.0,5.0,3.0,,5,yes
ANA All Nippon Airways customer review,3,Paul Lambert,23rd April 2015,MUC-HND 2 April. HND-MUC 18 April Economy. Responsive and friendly staff and nice food. However the legroom was extremely tight the worst I have ever experienced on long haul. And this on the new B787 Dreamliner. Would definitely avoid this airline in the future.,,,Economy Class,,,1.0,4.0,5.0,3.0,,2,no
ANA All Nippon Airways customer review,9,J Griffin,19th April 2015,April 2015 HND to SIN. Dreamliner. Aircraft cabin crew food and beverage and entertainment module all excellent. Ground crew very nice. The beginning of my flight journey stateside on UA was Grade D whereas ANA was a strong A.,,,Economy Class,,,4.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,10,Lawrence Cohen,17th April 2015,Flight from Tokyo to Yangon in business class. Seats were the egg shell design fairly comfortable. There were only five passengers in business so we received the absolute best service ever! Food was good but not great. These flight attendants actually smiled and laughed. Now if every flight was like this one.,,,Business Class,,,4.0,5.0,3.0,4.0,,3,yes
ANA All Nippon Airways customer review,8,Lawrence Cohen,17th April 2015,Flight Chicago to Tokyo in business. ANA seat arrangement and design excellent. Flight was very full so service seemed to suffer. Dinner was slow and it took forever for dishes to be removed. Food was awful. Wine choice limited to two average choices. Notwithstanding these issues a good flight and you are able to sleep in the seats. A mat is a nice addition which makes the hard seat more acceptable.,,,Business Class,,,5.0,4.0,3.0,3.0,,3,yes
ANA All Nippon Airways customer review,7,W Simpson,10th April 2015,"BKK-HND on 787 cabin typically sterile in the interior design style that is an ""art form"" in Japan. Cabin service was abysmally slow - 1 hour and 40 minutes for drink and meal service to begin. No explanation given as to why there was a delay. Once completed the cabin service area became a hub for Duty Free dispensation for the remainder of the flight with staff arriving and departing from all directions through the Business Class cabin to take orders and deliver goods all of this at the expense of the well-being of Business Class passengers. Return flight HND to BKK on 787 was much better organised than the outbound catering-wise and there seemed to be none of the Duty Free bonanza sale to disturb the Business Class cabin. Overall rather disappointing for the reasons given and the lack of effective response to the issues raised. Check in at HND was slow with only 2 of 4 Business Class counters open at what must be their hub.",,,Business Class,,,3.0,3.0,4.0,3.0,,4,yes
ANA All Nippon Airways customer review,6,T Samnuan,1st April 2015,SIN-HND and NRT-SIN while the overall service was good as usual but the seat is truly uncomfortable instead of normal design of reclining seat their seat is quite different that resulted in less frontal space!,,,Economy Class,,,2.0,4.0,4.0,4.0,,4,yes
ANA All Nippon Airways customer review,10,L Matt,25th March 2015,NH11 Chicago to Tokyo March 16 2015. I flew in First Class from Chicago to Tokyo. The suites are excellent the plane is clean the flight attendants are nice and caring. There is no better first class product out there.,,,First Class,,,5.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,7,Charles Green,18th March 2015,In all respects bar one my experience of flying with ANA was a perfectly adequate one. Both flights were taken in Business Class. The first was from Dusseldorf to Toyko Narita on a 787. The second was from Tokyo Haneda to London. In terms of cabin ambience seating and IFE both flights were fine. The ANA business class cabin interior feels a little sterile but the seats are comfortable with plenty of personal space and a decent sized IFE screen. The selection of IFE programming could have been more extensive but it was sufficient. Noise cancelling headphones were supplied on both flights. The amenity kit was also fine but didn't stand out. Cabin service was efficient but lacked finesse or genuine attention to detail. Serviceable is the best way I could describe it. The main issue however was the food. With both a Japanese and 'International' menu offered you might expect the latter to actually cater to an international clientele and on the outbound leg from Dusseldorf to Tokyo it did with an accessible selection of options appealing to a wide variety of tastes. However on the return journey departing from Haneda the ANA 'Connoiseurs' international menu was provided (along with the standard Japanese option). This offered an unappetising 'amuse bouche' involving bamboo shoots in apsic and herrings followed by an equally unappetising soyabean milk bavarois with sea urchin jellied asparagus and smoked scallops (all cold) with no other options available. Only the main course a combination of hamburger patty small piece of beef and egg plant in an unidentifiable sauce was even vaguely appealing. Unless you wanted 'tilefish' or a pasta option that sounded even less pleasant. I have no problem with airlines trying to make their food more interesting but when you have a captive audience stuck on-board for 12 hours trying to push the envelope with left-field combinations like soyabean milk bavarois and sea urchin is taking things too far. Especially when it is the only option. It might be something that would appeal to an adventurous diner in an expensive restaurant but not a tired hungry passenger on board a long flight where the food is being prepared in a small galley from pre- prepared ingredients. 30000 feet in the air is not the place for culinary experimentation. Add to that the fact that options for the second meal during what is a long flight were uninspiring to say the least (although more appetising and less avant garde) and for the first time in a long time I actually regretted not eating a proper meal before I boarded my flight. After 12 hours on board I arrived at my destination feeling pretty hungry. Was it enough to put me off flying ANA again. No but next time I will check the in-flight menu before departure and may stock up on snack food before I fly.,,,Business Class,,,4.0,4.0,2.0,3.0,,4,yes
ANA All Nippon Airways customer review,10,Wilson See,4th March 2015,SIN-HND (787) HND-YVR (767) SFO-NRT(777-300ER) NRT-SIN (787). I must say I experience much better service with ANA compared to Singapore Airlines and Cathay Pacific. All legs of route services were immaculate. The only qualms I had is the 787 seats which is extremely uncomfortable for a 6-7 hours route flight. It makes it uncomfortable to sleep especially when you choose a red-eye flight. However both 767 and 777-300ER Route were great and comfortable. Adequate leg space. I will fly with them in the future.,,,Economy Class,,,3.0,5.0,5.0,4.0,,5,yes
ANA All Nippon Airways customer review,9,Dhillon Sukhman,11th February 2015,CGK-NRT-SFO it was good flight. Friendly crew. Food not that great. Limited options. Nice interior. Overall worth it.,,,Economy Class,,,4.0,5.0,3.0,4.0,,5,yes
ANA All Nippon Airways customer review,2,E Meyer,28th January 2015,Flight 0267 Munich - Haneda Economy. Very good service very clean plane but terrible seats. Narrowest seat I have experienced on a long-haul flight. Tight seat pitch as well. Absolutely unsuitable for an 11 hour flight. With these tight seats ANA has gone from having one of the best economy classes in the industry to arguably having the most uncomfortable one. I will avoid ANA in the future and either use Lufthansa JAL or Finnair.,,,Economy Class,,,1.0,4.0,4.0,2.0,,2,no
ANA All Nippon Airways customer review,5,Vadim Barabash,26th January 2015,Flight NH801 Tokyo-Singapore. New 787. Excellent service. Great Japanese menu. Terrible seats. Extremely uncomfortable! Suitable for up 3 hours flight but not 8 hours trip. There seats are big mistake. I will try to avoid in future 787 on long routes.,,,Economy Class,,,1.0,5.0,5.0,5.0,,4,yes
ANA All Nippon Airways customer review,8,Tercon Bojan,19th January 2015,The thing about ANA is they have a lot of old planes like this 767-300 that I'm flying today from Shanghai to Tokyo. However the planes are always very well maintained so that you end up feeling like you’re flying in a meticulously recrafted retro cabin. A timepiece! Which kind of has a charm of its own. On this 2:20 min flight they offered an International or Japanese cuisine for the meal. We love Japanese food so we ordered the Japanese meal. However the flight attendant proceeds to tell us that they have no Japanese meals. Business class was nearly empty. We were the first to be asked. Japanese airline no Japanese meal. Anyhow she did eventually find us two meals. I think the pilots were left with no food! They do have extremely polite service though.,,,Business Class,,,4.0,5.0,5.0,3.0,,4,yes
ANA All Nippon Airways customer review,10,Petrovski Karl,14th January 2015,Took ANA for FRA-HND-FRA. B787-8 and B777-300ER. Both flights were on time. Everything was excellent. The cabin crew was very friendly and caring. ANA is a very good airline and I'll fly with them again.,,,Economy Class,,,5.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,10,McCullough Mark,14th January 2015,Haneda to Hiroshima on 787-8 was the best domestic flight I've had! Great terminal great ground and inflight service. Premium lounge at Haneda good but nothing to eat. But the onboard light meal was very good indeed. 787 was great. This screen requires me to review IFE but I didn't use it so ignore my score.,,,Business Class,,,5.0,5.0,5.0,3.0,,5,yes
ANA All Nippon Airways customer review,9,Perrin Michel,18th December 2014,NRT-ITM. B767. Taking profit of their Yens10000 offer for any Star alliance arriving passenger I booked a 5.55pn connecting flight to ITM. Fortunately my UA flight was on time immigration luggage delivery and customs very fast so NH kindly anticipated my flight to ITM for the 5.10pm one w/o fine. Lucky was I as a sudden fog invaded NRT delaying everyone. (I discovered arriving at ITM that my planned flight had been cancelled). Anyway we stayed 2 hours in the 767 constantly informed with free refreshments and apologies.,,,Economy Class,,,3.0,5.0,3.0,3.0,,5,yes
ANA All Nippon Airways customer review,8,D Graubard,10th December 2014,NH 12 Business Classk NRT-ORD on 1 December. 777-300. ANA Lounge had good food and drink but it's a windowless set of rooms - too bad you can't see the tarmac. Showers were excellent as I was connecting from an overnight flight from Bangkok so it was refreshing. Boarding was on-time with the friendly bow from the gate agents. Welcomed on-board and attended to by a multitude of gracious attendants. Departed on time for 11 hour flight. Meals were good but menu confusing as it had listed 4 meals yet only 2 were served. Went with a mix of western and Japanese meal options and both were tasty - steak cooked well and pork noodles delicious. Small mattress and nice blanket provided for sleep - but the cabin temperature was insanely high. Both myself and my travel companion were sweating trying to sleep. That was the only complaint from this flight and would deter me from using ANA in the future. Seems like many Asian airlines are now keeping the heat on compared to airlines in the Americas. In-flight entertainment was ok - not a great selection which took away from the experience. Arrival was on-time and quick luggage retrieval.,,,Business Class,,,5.0,4.0,4.0,3.0,,4,yes
ANA All Nippon Airways customer review,10,Thomas Stewart,17th November 2014,Wonderful caring crew both from Tokyo to Okinawa and especially from Okinawa to Tokyo. Didn't have enough time to easily make our international connection to Calgary CA but thanks to desk crew at Naha moving our seats up to the front of the plane and all the good customer service people on the ground in Tokyo who rushed us on the first bus led us through Nakita in Toyko security etc. Talked to flight crew waiting for us as she literally ran with us and we made that flight miraculously. Never have we experienced such wonderful customer service and they are to be commended.,,,Economy Class,,,4.0,5.0,4.0,4.0,,5,yes
ANA All Nippon Airways customer review,6,Dizon Marie,12th November 2014,Flew business class MNL-NRT-LAX and back. Food was better the last time I flew with them (2 years ago). Service a hit or miss - sometimes you get a friendly FA sometimes you come across a robot-like one. On my return trip I checked in 2 pieces of luggage one weighing 23kg and the other 33kg. The lady at the check in counter said I needed to pay 200usd for the overweight baggage and I was horrified. I said but my other bag is just 23kg! Then I should just transfer 1kg of my heavy bag to the lighter one. I was in disbelief! I felt like I was flying economy for the treatment I was getting. Remedied only when I had asked her to call her supervisor.,,,Business Class,,,5.0,4.0,4.0,3.0,,4,yes
ANA All Nippon Airways customer review,8,Lau Ni,6th November 2014,Took ANA for HKG-KIX-HKG on 31 Oct/3 Nov. Flights all departed on time - the late arrival on the return leg was due to traffic conditions at HKIA. Food was good and in good portions with frequent water runs and snacks. Seat was rather hard (B767) but leg space is good. IFE was rather limited but with quite good movies. Overall good flight experience.,,,Economy Class,,,4.0,5.0,4.0,3.0,,4,yes
ANA All Nippon Airways customer review,10,Peter Marsina,6th November 2014,JFK-NRT new first class seat. The suite was spacious bed comfortable. The only drawback is that you can’t really see out of the window unless you lean forward. The service was superb. The two flight attendants working the F cabin were both just wonderful and so helpful. There was no request I could not make. My glass of Krug was always full and caviar was replenished as soon as I finished it. I opted for the Japanese menu and the food was exquisite (getting caviar or dessert from the western menu was not a problem at all). The TV screen was big and IFE options were great watched a few movies before dozing off. I loved the Rimowa amenity kits they are well built and actually can be reused. I’ll give the skincare seems nice. The bathrooms were small for F cabin but at least there were two of them. They were cleaned after every use so spotless and pleasant to use or change in. Also the PJs are not so luxurious (but comfy enough) they make up for it by distributing cardigans as well. Overall this was an excellent flying/dining experience I would recommend ANA to anyone. It’s hard to beat this kind of service it’s just that good.,,,First Class,,,4.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,6,D Tise,5th November 2014,"I can say nothing beyond the miserable seats. The seat backs don't recline at all. The seat itself moves forward. That may be fine if your 5'5"" or so but at 6'3"" it's a disaster. My knees are already touching the seat back in front so when seat moves forward to recline what are you supposed to do with your legs. Unbelievably poor design. Makes sleeping impossible as head never gets back far enough. Never again I hope. Just another addition to the misery that flying has become.",,,Economy Class,,,1.0,5.0,4.0,5.0,,3,no
ANA All Nippon Airways customer review,10,Y Shawar,5th November 2014,The best airline that I flown with. The cabin crew was so helpful. They were extremely helpful while flying with a fussy and tired 1 year old. They went above and beyond and the crew genuinely enjoyed coming over to play with and entertain my daughter. They also served her a baby meal - a huge plus. Moreover once we landed in NRT there was some miscommunication about picking up our stroller at the door of the plane. The crew ensured that we got our stroller in a timely manner and provided us with an alternative stroller to get the baggage claim to pick up our stroller where it had ended up. Will definitely fly with ANA again!,,,Premium Economy,,,4.0,5.0,5.0,0.0,,5,yes
ANA All Nippon Airways customer review,10,M Fernandes,31st October 2014,By far the best flying experience. Flew business class to and then from Narita on the 777-300 series. The seats were a little hard but the additional pad they provide is sufficient. Inflight entertainment was pretty good as well. Both flights had the staggered seating so that every seat had aisle access. The flight attendants were the best! Fantastic service - nothing like the service found on US domestic flights. The food selection was very good and fresh. I will only fly ANA to Japan. Great trip!,,,Business Class,,,4.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,10,D Finden,31st October 2014,NRT-SEA business class on 27 Oct. On time departure and early arrival. Ground services fine and lounge while busy had reasonable food and beverage options. Fantastic crew was very attentive in meeting all needs. Food was excellent - had western options for both main and arrival meals. B787-8 is an excellent aircraft. Noise levels down from A330 B767 B777 levels and noticed body felt better after arrival. Seat was comfortable - like the staggered seating and foot well was sufficiently large to allow for turning. A small amenity kit was provided and toothbrushes available in lav. Toilets with bidet features were novel. Overall an excellent flight.,,,Business Class,,,5.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,5,Perrin Michel,5th October 2014,Kobe-Haneda. My flight departed at 7.05am. ANA specified 1 hr check-in time for luggage deposit. Therefore I had to take a taxi at 5.30am from Kobe Chuo-ko. I arrived at 5.50am. The airport doors were simply closed. Kobe airport physically opens at 6.00 i.e. 5 Minutes before last check-in (with luggage) official time. Indeed due to this fact they extended it to 6.30. They could have advised passengers. Loss of money and sleep!,,,Economy Class,,,3.0,5.0,2.0,2.0,,3,yes
ANA All Nippon Airways customer review,5,Perrin Michel,5th October 2014,"Haneda-CDG. Disappointed by ANA lounge in HND much worse than the new one in NRT. Wi-fi weak and not working in the ""allowed to phone calls"" zone. ANA ignores that we use SKYPE VIBER WHAT'S APP etc. 777-300 old Business class seats hard. Excellent behavior from flight attendants. Delicious food but once again very poor wines including low cost Champagne. This is a sub-product compared with NRT-JFK flight for instance. How can an airline have such discrepancies?",,,Business Class,,,3.0,5.0,3.0,4.0,,4,yes
ANA All Nippon Airways customer review,8,A Proctor,1st October 2014,ORD-NRT-CGK and back. Everything was great except for the fixed back seat - very uncomfortable for sleeping. Inflight entertainment was great food/drink choice is good.,,,Economy Class,,,2.0,5.0,5.0,5.0,,4,yes
ANA All Nippon Airways customer review,7,R Blumm,28th September 2014,22 Aug 2014 UA9711 NRT-BKK. Kudos to ANA for its inflight service and attitude. Everything from check-in to boarding went smoothly. I could heartily recommend this airline if service and attitude were the main components of the trip. Seat comfort however is at the other end of the satisfaction spectrum. The pitch was really tight and the recline was uncomfortable. I think I would be happy to trade great inflight service for more in seat comfort.,,,Economy Class,,,3.0,5.0,4.0,4.0,,4,yes
ANA All Nippon Airways customer review,9,Zachary Ho,24th September 2014,SIN to HND HND to HKD. Staff were extremely courteous and friendly in assisting needs of passengers and always had a smile. The food was good and in adequate portions although drink runs were not frequent and you had to wait a while as there was only 1 cart serving the whole of economy section per aisle. Although they do walk around with a bottle of water. Snacks were given out in generous quantities package in a lovely bag. On all flights seats and legroom were comfortable. The negatives are probably the seat which cannot be recline and the movies which are limited and repetitive in other languages. The domestic flight had no entertainment but a live feed showing the take off and landing which was quite a change. Overall the service on all the flights was what I love most - professional and genuine smiles.,,,Economy Class,,,4.0,5.0,5.0,4.0,,5,yes
ANA All Nippon Airways customer review,10,Perrin Michel,18th September 2014,KIX-ISG-KIX. B737-800. On time on both legs. Food was paid but cheap and delicious. Very clean aircraft. Staff extremely present. No Star Alliance Gold special check-in counter at ISG. They did not put Priority tag on luggage either. Any way suitcase was delivered in 5 min at KIX.,,,Economy Class,,,4.0,5.0,3.0,2.0,,5,yes
ANA All Nippon Airways customer review,10,Jeffrey Tjan,6th September 2014,NRT to CGK. Service was above my expectations. Food tasted really good with superb presentation. Baggage claim was long but probably its CGK baggage handling system's fault. Return CGK to HND. Everything went perfectly. Overall I'm really pleased with ANA. One improvement could be IFE organization as they list same movie multiple times with different subtitles.,,,Economy Class,,,4.0,5.0,5.0,4.0,,4,yes
ANA All Nippon Airways customer review,9,C Shi,6th September 2014,"Flew LAX-NRT-PVG and back in June and July 2014. All in all a very satisfying experience. Every single flight except PVG-NRT arrived early and the 30 min delay on NH 922 was apologized excessively (due to ATC in China not their fault). Upon boarding one finds the plane in immaculate condition and FAs cordially welcoming passengers. The long haul 777-300ERs are configured as 2-4-3 which provides flexible seating for most groups. Seats provide generous 34"" legroom although the slide forward recline makes sleeping difficult. The entire design is very innovative complete with footrests double cup holders USB port power outlets and a huge AVOD screen. On the way back the standard IOJ configuration was swapped for a high density 777 with 3-4-3 seating on NRT-LAX. Honestly the seat did not seem any smaller (this was from directly after taking a 777-200 with 3-3-3 regional seating) but aisles and armrests were significantly narrower. Now onto the soft product. ANA flight attendants are extremely polite always smiling and hardworking making hourly drink runs even through sleeping period. However one FA on the return leg was significantly more senior and was an exception to the otherwise great customer service. Food is also top notch even in economy. You can tell they take great care in catering fresh ingredients. Plus it is served with metal cutlery and a cup of Haagan Dazs ice cream afterwards on long haul flights. The meal on NRT-PVG-NRT sectors in economy were seriously better than domestic first meals! In the past I usually use United for transpacific flights and have accrued enough miles to book this trip on Star Alliance partner ANA. The difference is as clear as day and night. I would highly recommend ANA for future trips between US and Asia.",,,Economy Class,,,4.0,4.0,5.0,5.0,,5,yes
